Product Name,MRP,Average_rating,Product_links
BAMBALIO 14 Digits BL-714 Large Display with Metallic Panel & 3 Years Warranty Basic  Calculator  (14 Digit),743,4.2,https://www.flipkart.com/bambalio-14-digits-bl-714-large-display-metallic-panel-3-years-warranty-basic-calculator/p/itmab09419b15860?pid=CALFVHMZYKTZHHDF&lid=LSTCALFVHMZYKTZHHDF8FWOC7&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_42&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFVHMZYKTZHHDF.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
OREVA OR 1600 C OR 1600 C Financial  Calculator  (12 Digit),580,4.4,https://www.flipkart.com/oreva-1600-c-financial-calculator/p/itm0ada2c8e639ce?pid=CALG3YPHM6CTHGHF&lid=LSTCALG3YPHM6CTHGHFGTQ0CS&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_43&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALG3YPHM6CTHGHF.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO MJ-12VCB-GN Desktop Basic  Calculator  (12 Digit),535,4.3,https://www.flipkart.com/casio-mj-12vcb-gn-desktop-basic-calculator/p/itmesrg4yshjymje?pid=CALESRG4WYDKTYRF&lid=LSTCALESRG4WYDKTYRFLS7S5W&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_44&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALESRG4WYDKTYRF.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO SL797TV Portable Basic  Calculator  (8 Digit),261,3.9,https://www.flipkart.com/casio-sl797tv-portable-basic-calculator/p/itmesrg4asbtypdg?pid=CALESRG4K6TUJG2A&lid=LSTCALESRG4K6TUJG2APIF2EQ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_45&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALESRG4K6TUJG2A.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO JW-200SC-WE Desktop - Std Basic  Calculator  (12 Digit),945,4.2,https://www.flipkart.com/casio-jw-200sc-we-desktop-std-basic-calculator/p/itmf7gd2gcchmt5v?pid=CALF7GBTQAYMYEFK&lid=LSTCALF7GBTQAYMYEFKXLQODW&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_46&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALF7GBTQAYMYEFK.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO SL-1000SC-BK Portable Basic  Calculator  (10 Digit),451,3.9,https://www.flipkart.com/casio-sl-1000sc-bk-portable-basic-calculator/p/itmf79x5ncrqugev?pid=CALF79RAFR9G6EUK&lid=LSTCALF79RAFR9G6EUK13L5EV&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_47&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALF79RAFR9G6EUK.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
TEXAS TI 84 PLUS CE TI-84 PLUS CE Graphical  Calculator  (14 Digit),"11,483",4.3,https://www.flipkart.com/texas-ti-84-plus-ce-ti-84-graphical-calculator/p/itmehw4zfyhes5ab?pid=CALEHW4Z4DVFX4N8&lid=LSTCALEHW4Z4DVFX4N876WAJW&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_48&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALEHW4Z4DVFX4N8.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
FLAIR 133618 FC - 290 Basic  Calculator  (12 Digit),307,4,https://www.flipkart.com/flair-133618-fc-290-basic-calculator/p/itm8d9b292b98222?pid=CALGAN7UPJFJ9QJ9&lid=LSTCALGAN7UPJFJ9QJ9IOJPDW&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_49&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGAN7UPJFJ9QJ9.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO JW-200SC-GD Desktop - Std Basic  Calculator  (12 Digit),945,4.2,https://www.flipkart.com/casio-jw-200sc-gd-desktop-std-basic-calculator/p/itmf7azxhyzetdh6?pid=CALF7AVYFPFUZCXM&lid=LSTCALF7AVYFPFUZCXMKIJJ4Z&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_50&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALF7AVYFPFUZCXM.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
TEXAS INSTRUMENTS TI- 30X IIS TI- 30X IIS Scientific  Calculator  (10 Digit),855,4.1,https://www.flipkart.com/texas-instruments-ti-30x-iis-scientific-calculator/p/itmehu8nsezjjxxs?pid=CALEHU8NUEZMKPAM&lid=LSTCALEHU8NUEZMKPAMP03UBA&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_51&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALEHU8NUEZMKPAM.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO SL-1000SC-GY Portable Basic  Calculator  (10 Digit),451,3.9,https://www.flipkart.com/casio-sl-1000sc-gy-portable-basic-calculator/p/itmf7ayekzwrputw?pid=CALF7AU3R9PRGNPH&lid=LSTCALF7AU3R9PRGNPHWY9SY5&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_52&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALF7AU3R9PRGNPH.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
BAMBALIO BL-555 Big Digits & Metallic Panel 3 Years Warranty Basic  Calculator  (12 Digit),449,4,https://www.flipkart.com/bambalio-bl-555-big-digits-metallic-panel-3-years-warranty-basic-calculator/p/itmevt9yyqwyvhjh?pid=CALEVT9YDRHXYFQM&lid=LSTCALEVT9YDRHXYFQMK1LSBZ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_53&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALEVT9YDRHXYFQM.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO WD-220MS-BU Desktop - Std Basic  Calculator  (12 Digit),803,4,https://www.flipkart.com/casio-wd-220ms-bu-desktop-std-basic-calculator/p/itmf79wtzpqhycme?pid=CALF79QXCFEQJDCZ&lid=LSTCALF79QXCFEQJDCZC8NP1W&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_54&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALF79QXCFEQJDCZ.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO JW-200SC-BU Desktop - Std Basic  Calculator  (12 Digit),944,4,https://www.flipkart.com/casio-jw-200sc-bu-desktop-std-basic-calculator/p/itmf7b26wcqfjn4d?pid=CALF7AVDQFCGGHK4&lid=LSTCALF7AVDQFCGGHK4YYOAI2&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_55&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALF7AVDQFCGGHK4.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
TEXAS INSTRUMENTS TI Nspire CX Non CAS Stealodeal TI Nspire CX Non CAS Graphical  Calculator  (16 Digit),"15,428",4.7,https://www.flipkart.com/texas-instruments-ti-nspire-cx-non-cas-stealodeal-graphical-calculator/p/itmdat6wnnbtfegw?pid=CALEHU8NNZKV29VN&lid=LSTCALEHU8NNZKV29VNCTUHIU&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_56&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALEHU8NNZKV29VN.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO FX-9860GIII Graphic Graphical  Calculator  (12 Digit),"8,081",4.6,https://www.flipkart.com/casio-fx-9860giii-graphic-graphical-calculator/p/itmb9d51434c0513?pid=CALFV2D9BBHEQ4QH&lid=LSTCALFV2D9BBHEQ4QHUKZAEB&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_57&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFV2D9BBHEQ4QH.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
FLAIR 133649 FC - 900TX Basic  Calculator  (16 Digit),607,3.7,https://www.flipkart.com/flair-133649-fc-900tx-basic-calculator/p/itme6fd2791a5cf6?pid=CALGAN7UVBPKCBCZ&lid=LSTCALGAN7UVBPKCBCZB2ARAS&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_58&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGAN7UVBPKCBCZ.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
BAMBALIO 12 Digits BL-775 Large display 3 Years warranty Basic  Calculator  (12 Digit),587,4.5,https://www.flipkart.com/bambalio-12-digits-bl-775-large-display-3-years-warranty-basic-calculator/p/itma25df948132d7?pid=CALFVHHYVZQ7HWKH&lid=LSTCALFVHHYVZQ7HWKHQXWFED&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_59&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFVHHYVZQ7HWKH.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
BAMBALIO BL-512W Large Display Check & Correct 3 Years Warranty(White) Basic  Calculator  (12 Digit),351,4,https://www.flipkart.com/bambalio-bl-512w-large-display-check-correct-3-years-warranty-white-basic-calculator/p/itmecsxjzfbj9yf7?pid=CALECSXJTFKS3MFR&lid=LSTCALECSXJTFKS3MFRSGVIMD&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_60&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALECSXJTFKS3MFR.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
"zendro New Gltzen Standard Function Desktop Business calculator , Dual Screen Double Display Calculator with Pen Holder for Office and Retail Counter Purpose (Black) CT- 2000 Financial Calculator (12 Digit) CT-2000 Basic  Calculator  (12 Digit)",399,4.2,https://www.flipkart.com/zendro-new-gltzen-standard-function-desktop-business-calculator-dual-screen-double-display-pen-holder-office-retail-counter-purpose-black-ct-2000-financial-12-digit-ct-2000-basic/p/itm72c3adf6ccebb?pid=CALGF8NYUDF4K6KN&lid=LSTCALGF8NYUDF4K6KNC4PNBV&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_61&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGF8NYUDF4K6KN.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
TEXAS INSTRUMENTS BAII Plus Professional Stealodeal BAII Plus Professional Financial  Calculator  (10 Digit),"4,793",4.4,https://www.flipkart.com/texas-instruments-baii-plus-professional-stealodeal-financial-calculator/p/itmehu8nfvxaagah?pid=CALEHU8NKAGVFJGS&lid=LSTCALEHU8NKAGVFJGSSEIHGC&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_62&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALEHU8NKAGVFJGS.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO FX-991ES Plus-2nd Edition Scientific Scientific  Calculator  (12 Digit),"1,230",4.4,https://www.flipkart.com/casio-fx-991es-plus-2nd-scientific-calculator/p/itm54927ea996412?pid=CALFT9NEHY6NAZWZ&lid=LSTCALFT9NEHY6NAZWZAEDL6S&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_63&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFT9NEHY6NAZWZ.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
BAMBALIO BL400 Big Display & Metallic Panel 3 Years Warranty Basic  Calculator  (12 Digit),432,3.9,https://www.flipkart.com/bambalio-bl400-big-display-metallic-panel-3-years-warranty-basic-calculator/p/itmdppx84mzswpzh?pid=CALDPPX6GRFQ5SWX&lid=LSTCALDPPX6GRFQ5SWX1FGD50&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_64&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALDPPX6GRFQ5SWX.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
MORAVLA 650 M Financial and Business Office Calculator with Large LCD Display with 12 Digits Big Display Basic  Calculator  (12 Digit),449,4,https://www.flipkart.com/moravla-650-m-financial-business-office-calculator-large-lcd-display-12-digits-big-basic/p/itm375415d26e403?pid=CALGFHVYZPEG73DS&lid=LSTCALGFHVYZPEG73DSBJRLQM&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_65&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGFHVYZPEG73DS.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
zikrefast ORBIT Basic Calculator (12 Digit) OT-512WTC Basic  Calculator  (12 Digit),262,4.2,https://www.flipkart.com/zikrefast-orbit-basic-calculator-12-digit-ot-512wtc/p/itm1baf0c2ff683c?pid=CALG5BDMHNYF34HA&lid=LSTCALG5BDMHNYF34HAV2BTPE&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_66&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALG5BDMHNYF34HA.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
BAMBALIO BL-200 Big Display 3Years Warranty Basic  Calculator  (12 Digit),639,4.4,https://www.flipkart.com/bambalio-bl-200-big-display-3years-warranty-basic-calculator/p/itmc4c26ab635087?pid=CALDPPX6UFNRNNKC&lid=LSTCALDPPX6UFNRNNKC0ZZFQJ&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_67&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALDPPX6UFNRNNKC.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
TEXAS INSTRUMENTS TI-Nspire CX II CAS Graphical  Calculator  (16 Digit),"18,499",4.6,https://www.flipkart.com/texas-instruments-ti-nspire-cx-ii-cas-graphical-calculator/p/itm08287157cdaa0?pid=CALFH5RYMMHUEZTZ&lid=LSTCALFH5RYMMHUEZTZIOS66J&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_68&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFH5RYMMHUEZTZ.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
INIV CT_786 ELECTRONIC CALCULATOR CT786 Basic  Calculator  (12 Digit),258,3.8,https://www.flipkart.com/iniv-ct-786-electronic-calculator-ct786-basic/p/itmbf37467fc5c87?pid=CALGB22HGAFSXYRZ&lid=LSTCALGB22HGAFSXYRZLKTQZO&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_69&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGB22HGAFSXYRZ.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
"Deli WD82MS Core Series Black Scientific Calculator with 240 Functions and 2 Line LED Display | ANS Function, Fractional Arithmetic Function | 3 Years Warranty Scientific  Calculator  (12 Digit)",499,4,https://www.flipkart.com/deli-wd82ms-core-series-black-scientific-calculator-240-functions-2-line-led-display-ans-function-fractional-arithmetic-function-3-years-warranty/p/itm8de8026a9bee9?pid=CALFHDFGHGDGVGZS&lid=LSTCALFHDFGHGDGVGZSWDXV0V&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_70&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFHDFGHGDGVGZS.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CT 912VII Desktop 912VII Desktop Basic  Calculator  (12 Digit),380,3.9,https://www.flipkart.com/ct-912vii-desktop-basic-calculator/p/itmevshkng4r7sta?pid=CALEVSHJDXUWVD4Z&lid=LSTCALEVSHJDXUWVD4ZUUR8HE&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_71&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALEVSHJDXUWVD4Z.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
Deli ED 82MS 240 Function Scientific Calculator Engineer calculator student 10+2 Digits Engineering Calculator Scientific  Calculator  (12 Digit),435,3.9,https://www.flipkart.com/deli-ed-82ms-240-function-scientific-calculator-engineer-student-10-2-digits-engineering/p/itm9b6dcd77d4601?pid=CALFHYNDP4HZZYQW&lid=LSTCALFHYNDP4HZZYQWEZEAEG&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_72&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFHYNDP4HZZYQW.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
CASIO FX-100MS 2nd Edition Scientific  Calculator  (12 Digit),926,4.4,https://www.flipkart.com/casio-fx-100ms-2nd-scientific-calculator/p/itmc276903de8ffb?pid=CALFJB2MFWYCCGKU&lid=LSTCALFJB2MFWYCCGKUMKURH7&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_73&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFJB2MFWYCCGKU.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
german valley Orbit 612 Orange Color Stylish And Soft Keys Calculator 612 Orange Calculator Basic  Calculator  (12 Digit),249,4.3,https://www.flipkart.com/german-valley-orbit-612-orange-color-stylish-soft-keys-calculator-basic/p/itm7e97120482f27?pid=CALGCXHWZBPR29HQ&lid=LSTCALGCXHWZBPR29HQ29J3SR&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_74&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGCXHWZBPR29HQ.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
ORPAT OT -400GT New Desktop Calculators OT-400GT Dark Grey Basic  Calculator  (12 Digit),350,4.4,https://www.flipkart.com/orpat-ot-400gt-new-desktop-calculators-ot-400gt-dark-grey-basic-calculator/p/itm176d963931dd6?pid=CALG3M3F3EFCVMMB&lid=LSTCALG3M3F3EFCVMMB3SJYIX&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_75&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALG3M3F3EFCVMMB.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
FENOZA CT-612 Basic Calculator Basic  Calculator  (12 Digit),267,3.6,https://www.flipkart.com/fenoza-ct-612-basic-calculator/p/itmecac34e4e46e1?pid=CALG9QG6YSFMVZZV&lid=LSTCALG9QG6YSFMVZZVUBSMLH&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_76&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALG9QG6YSFMVZZV.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
clitizen ct 512 gt512 Basic  Calculator  (12 Digit),161,3.6,https://www.flipkart.com/clitizen-ct-512-gt512-basic-calculator/p/itm29d67675ce1bc?pid=CALG3DWNQVHUG53R&lid=LSTCALG3DWNQVHUG53RAUYCMK&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_77&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALG3DWNQVHUG53R.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
OREVA FX 750MS Scientific  Calculator  (12 Digit),529,4.1,https://www.flipkart.com/oreva-fx-750ms-scientific-calculator/p/itmfhm4cgaxztp3z?pid=CALFHJGZWZASFFWW&lid=LSTCALFHJGZWZASFFWWVI7BNA&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_78&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALFHJGZWZASFFWW.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
INIV MI_786_N ELECTRONIC CALCULATOR TWO WAY POWERED (12 Digits)Dual Powered Basic  Calculator  (12 Digit),210,3.8,https://www.flipkart.com/iniv-mi-786-n-electronic-calculator-two-way-powered-12-digits-dual-basic/p/itm13dd817848612?pid=CALGEHFGXZJ6FE6J&lid=LSTCALGEHFGXZJ6FE6JSM79RW&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_79&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALGEHFGXZJ6FE6J.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
Ornate CITLLZEN Silver Ct-8800GC Premium Quality Big Display/Big Button 12 Digit Mirror Button Basic Calculator (12 Digit) ct8800gc Basic  Calculator  (12 Digit),396,4.6,https://www.flipkart.com/ornate-citllzen-silver-ct-8800gc-premium-quality-big-display-big-button-12-digit-mirror-basic-calculator-12-digit-ct8800gc/p/itmc82338e33b123?pid=CALG3WY95SMTKJXA&lid=LSTCALG3WY95SMTKJXAYNCJGC&marketplace=FLIPKART&store=dgv%2Fqtq&srno=b_2_80&otracker=browse&fm=organic&iid=d9ffa2bf-ea64-4d89-9e34-d537d97d26f2.CALG3WY95SMTKJXA.SEARCH&ppt=None&ppn=None&ssid=fq08qw2j7k0000001655981028908
